# TMM+ASM Intensity at z=40, theta=0.0 deg
# Wavelength: 520 nm, CG: 550um n=1.52
# AR: SiO2(34.6)/TiO2(25.9)/SiO2(20.7)/TiO2(169.5) nm
# Columns: x_um	intensity
# N_points: 4096
0.0000	0.65006995
0.1231	0.65006995
0.2462	0.65006995
0.3692	0.65006995
0.4923	0.65006995
0.6154	0.65006995
0.7385	0.65006995
0.8615	0.65006995
0.9846	0.65006995
1.1077	0.65006995
1.2308	0.65006995
1.3538	0.65006995
1.4769	0.65006995
1.6000	0.65006995
1.7231	0.65006995
1.8462	0.65006995
1.9692	0.65006995
2.0923	0.65006995
2.2154	0.65006995
2.3385	0.65006995
2.4615	0.65006995
2.5846	0.65006995
2.7077	0.65006995
2.8308	0.65006995
2.9538	0.65006995
3.0769	0.65006995
3.2000	0.65006995
3.3231	0.65006995
3.4462	0.65006995
3.5692	0.65006995
3.6923	0.65006995
3.8154	0.65006995
3.9385	0.65006995
4.0615	0.65006995
4.1846	0.65006995
4.3077	0.65006995
4.4308	0.65006995
4.5538	0.65006995
4.6769	0.65006995
4.8000	0.65006995
4.9231	0.65006995
5.0462	0.65006995
5.1692	0.65006995
5.2923	0.65006995
5.4154	0.65006995
5.5385	0.65006995
5.6615	0.65006995
5.7846	0.65006995
5.9077	0.65006995
6.0308	0.65006995
6.1538	0.65006995
6.2769	0.65006995
6.4000	0.65006995
6.5231	0.65006995
6.6462	0.65006995
6.7692	0.65006995
6.8923	0.65006995
7.0154	0.65006995
7.1385	0.65006995
7.2615	0.65006995
7.3846	0.65006995
7.5077	0.65006995
7.6308	0.65006995
7.7538	0.65006995
7.8769	0.65006995
8.0000	0.65006995
8.1231	0.65006995
8.2462	0.65006995
8.3692	0.65006995
8.4923	0.65006995
8.6154	0.65006995
8.7385	0.65006995
8.8615	0.65006995
8.9846	0.65006995
9.1077	0.65006995
9.2308	0.65006995
9.3538	0.65006995
9.4769	0.65006995
9.6000	0.65006995
9.7231	0.65006995
9.8462	0.65006995
9.9692	0.65006995
10.0923	0.65006995
10.2154	0.65006995
10.3385	0.65006995
10.4615	0.65006995
10.5846	0.65006995
10.7077	0.65006995
10.8308	0.65006995
10.9538	0.65006995
11.0769	0.65006995
11.2000	0.65006995
11.3231	0.65006995
11.4462	0.65006995
11.5692	0.65006995
11.6923	0.65006995
11.8154	0.65006995
11.9385	0.65006995
12.0615	0.65006995
12.1846	0.65006995
12.3077	0.65006995
12.4308	0.65006995
12.5538	0.65006995
12.6769	0.65006995
12.8000	0.65006995
12.9231	0.65006995
13.0462	0.65006995
13.1692	0.65006995
13.2923	0.65006995
13.4154	0.65006995
13.5385	0.65006995
13.6615	0.65006995
13.7846	0.65006995
13.9077	0.65006995
14.0308	0.65006995
14.1538	0.65006995
14.2769	0.65006995
14.4000	0.65006995
14.5231	0.65006995
14.6462	0.65006995
14.7692	0.65006995
14.8923	0.65006995
15.0154	0.65006995
15.1385	0.65006995
15.2615	0.65006995
15.3846	0.65006995
15.5077	0.65006995
15.6308	0.65006995
15.7538	0.65006995
15.8769	0.65006995
16.0000	0.65006995
16.1231	0.65006995
16.2462	0.65006995
16.3692	0.65006995
16.4923	0.65006995
16.6154	0.65006995
16.7385	0.65006995
16.8615	0.65006995
16.9846	0.65006995
17.1077	0.65006995
17.2308	0.65006995
17.3538	0.65006995
17.4769	0.65006995
17.6000	0.65006995
17.7231	0.65006995
17.8462	0.65006995
17.9692	0.65006995
18.0923	0.65006995
18.2154	0.65006995
18.3385	0.65006995
18.4615	0.65006995
18.5846	0.65006995
18.7077	0.65006995
18.8308	0.65006995
18.9538	0.65006995
19.0769	0.65006995
19.2000	0.65006995
19.3231	0.65006995
19.4462	0.65006995
19.5692	0.65006995
19.6923	0.65006995
19.8154	0.65006995
19.9385	0.65006995
20.0615	0.65006995
20.1846	0.65006995
20.3077	0.65006995
20.4308	0.65006995
20.5538	0.65006995
20.6769	0.65006995
20.8000	0.65006995
20.9231	0.65006995
21.0462	0.65006995
21.1692	0.65006995
21.2923	0.65006995
21.4154	0.65006995
21.5385	0.65006995
21.6615	0.65006995
21.7846	0.65006995
21.9077	0.65006995
22.0308	0.65006995
22.1538	0.65006995
22.2769	0.65006995
22.4000	0.65006995
22.5231	0.65006995
22.6462	0.65006995
22.7692	0.65006995
22.8923	0.65006995
23.0154	0.65006995
23.1385	0.65006995
23.2615	0.65006995
23.3846	0.65006995
23.5077	0.65006995
23.6308	0.65006995
23.7538	0.65006995
23.8769	0.65006995
24.0000	0.65006995
24.1231	0.65006995
24.2462	0.65006995
24.3692	0.65006995
24.4923	0.65006995
24.6154	0.65006995
24.7385	0.65006995
24.8615	0.65006995
24.9846	0.65006995
25.1077	0.65006995
25.2308	0.65006995
25.3538	0.65006995
25.4769	0.65006995
25.6000	0.65006995
25.7231	0.65006995
25.8462	0.65006995
25.9692	0.65006995
26.0923	0.65006995
26.2154	0.65006995
26.3385	0.65006995
26.4615	0.65006995
26.5846	0.65006995
26.7077	0.65006995
26.8308	0.65006995
26.9538	0.65006995
27.0769	0.65006995
27.2000	0.65006995
27.3231	0.65006995
27.4462	0.65006995
27.5692	0.65006995
27.6923	0.65006995
27.8154	0.65006995
27.9385	0.65006995
28.0615	0.65006995
28.1846	0.65006995
28.3077	0.65006995
28.4308	0.65006995
28.5538	0.65006995
28.6769	0.65006995
28.8000	0.65006995
28.9231	0.65006995
